x,y
784,282
781,283
782,283
783,283
784,283
785,283
786,283
787,283
781,284
782,284
783,284
784,284
785,284
786,284
787,284
788,284
782,285
783,285
784,285
785,285
786,285
787,285
788,285
789,285
780,286
781,286
782,286
783,286
784,286
785,286
786,286
787,286
788,286
789,286
780,287
781,287
782,287
783,287
784,287
785,287
786,287
787,287
788,287
789,287
779,288
780,288
781,288
782,288
783,288
784,288
785,288
786,288
787,288
788,288
789,288
777,289
778,289
779,289
780,289
781,289
782,289
783,289
784,289
785,289
786,289
787,289
788,289
789,289
775,290
776,290
777,290
778,290
779,290
780,290
781,290
782,290
783,290
784,290
785,290
786,290
787,290
788,290
773,291
774,291
775,291
776,291
777,291
778,291
779,291
780,291
781,291
782,291
783,291
784,291
785,291
786,291
787,291
772,292
773,292
774,292
775,292
776,292
777,292
778,292
779,292
780,292
781,292
782,292
783,292
784,292
785,292
786,292
787,292
771,293
772,293
773,293
774,293
775,293
776,293
777,293
778,293
779,293
780,293
781,293
782,293
783,293
784,293
785,293
786,293
787,293
769,294
770,294
771,294
772,294
773,294
774,294
775,294
776,294
777,294
778,294
779,294
780,294
781,294
782,294
783,294
784,294
785,294
787,294
764,295
765,295
766,295
767,295
768,295
769,295
770,295
771,295
772,295
773,295
774,295
775,295
776,295
777,295
778,295
779,295
780,295
781,295
782,295
783,295
759,296
760,296
761,296
762,296
763,296
764,296
765,296
766,296
767,296
768,296
769,296
770,296
771,296
772,296
773,296
774,296
775,296
776,296
777,296
778,296
779,296
780,296
781,296
757,297
758,297
759,297
760,297
761,297
762,297
763,297
764,297
765,297
766,297
767,297
768,297
769,297
770,297
771,297
772,297
773,297
774,297
775,297
776,297
777,297
778,297
779,297
757,298
758,298
759,298
760,298
761,298
762,298
763,298
764,298
765,298
766,298
767,298
768,298
769,298
770,298
771,298
772,298
773,298
774,298
775,298
756,299
757,299
758,299
759,299
760,299
761,299
762,299
763,299
764,299
765,299
766,299
767,299
768,299
769,299
770,299
771,299
772,299
773,299
755,300
756,300
757,300
758,300
759,300
760,300
761,300
762,300
763,300
764,300
765,300
766,300
767,300
771,300
772,300
755,301
756,301
757,301
758,301
759,301
760,301
761,301
762,301
763,301
764,301
765,301
755,302
756,302
757,302
758,302
759,302
760,302
761,302
762,302
755,303
756,303
757,303
758,303
759,303
760,303
761,303
762,303
755,304
756,304
757,304
758,304
759,304
760,304
761,304
762,304
755,305
756,305
757,305
758,305
759,305
760,305
761,305
762,305
755,306
756,306
757,306
758,306
759,306
760,306
761,306
762,306
755,307
756,307
757,307
758,307
759,307
760,307
761,307
762,307
755,308
756,308
757,308
758,308
759,308
760,308
761,308
754,309
755,309
756,309
757,309
758,309
759,309
760,309
761,309
754,310
755,310
756,310
757,310
758,310
759,310
760,310
753,311
754,311
755,311
756,311
757,311
758,311
759,311
760,311
752,312
753,312
754,312
755,312
756,312
757,312
758,312
759,312
760,312
752,313
753,313
754,313
755,313
756,313
757,313
758,313
759,313
760,313
751,314
752,314
753,314
754,314
755,314
756,314
757,314
758,314
759,314
750,315
751,315
752,315
753,315
754,315
755,315
756,315
757,315
758,315
749,316
750,316
751,316
752,316
753,316
754,316
755,316
756,316
757,316
748,317
749,317
750,317
751,317
752,317
753,317
754,317
755,317
756,317
757,317
748,318
749,318
750,318
751,318
752,318
753,318
754,318
755,318
756,318
748,319
749,319
750,319
751,319
752,319
753,319
754,319
755,319
756,319
746,320
747,320
748,320
749,320
750,320
751,320
752,320
753,320
754,320
755,320
742,321
743,321
744,321
745,321
746,321
747,321
748,321
749,321
750,321
751,321
752,321
753,321
754,321
741,322
742,322
743,322
744,322
745,322
746,322
747,322
748,322
749,322
750,322
751,322
752,322
753,322
741,323
742,323
743,323
744,323
745,323
746,323
747,323
748,323
749,323
750,323
751,323
752,323
741,324
742,324
743,324
744,324
745,324
746,324
747,324
748,324
749,324
750,324
751,324
752,324
741,325
742,325
743,325
744,325
745,325
746,325
747,325
748,325
749,325
750,325
751,325
739,326
740,326
741,326
742,326
743,326
744,326
745,326
746,326
747,326
748,326
749,326
737,327
738,327
739,327
740,327
741,327
742,327
743,327
744,327
745,327
746,327
747,327
736,328
737,328
738,328
739,328
740,328
741,328
742,328
743,328
744,328
745,328
746,328
747,328
735,329
736,329
737,329
738,329
739,329
740,329
741,329
742,329
743,329
744,329
745,329
746,329
734,330
735,330
736,330
737,330
738,330
739,330
740,330
741,330
742,330
743,330
744,330
745,330
734,331
735,331
736,331
737,331
738,331
739,331
740,331
741,331
742,331
743,331
744,331
745,331
733,332
734,332
735,332
736,332
737,332
738,332
739,332
740,332
741,332
742,332
743,332
744,332
745,332
731,333
732,333
733,333
734,333
735,333
736,333
737,333
738,333
739,333
740,333
741,333
742,333
743,333
731,334
732,334
733,334
734,334
735,334
736,334
737,334
738,334
739,334
740,334
741,334
742,334
743,334
729,335
730,335
731,335
732,335
733,335
734,335
735,335
736,335
737,335
738,335
739,335
740,335
741,335
742,335
729,336
730,336
731,336
732,336
733,336
734,336
735,336
736,336
737,336
738,336
739,336
740,336
741,336
729,337
730,337
731,337
732,337
733,337
734,337
735,337
736,337
737,337
738,337
739,337
740,337
729,338
730,338
731,338
732,338
733,338
734,338
735,338
736,338
737,338
738,338
739,338
729,339
730,339
731,339
732,339
733,339
734,339
735,339
736,339
737,339
739,339
728,340
729,340
730,340
731,340
732,340
733,340
734,340
735,340
736,340
