x,y
1022,243
1022,244
1023,244
1024,244
1020,245
1021,245
1022,245
1023,245
1024,245
1025,245
1019,246
1020,246
1021,246
1022,246
1023,246
1024,246
1025,246
1026,246
1027,246
1018,247
1019,247
1020,247
1021,247
1022,247
1023,247
1024,247
1025,247
1026,247
1027,247
1018,248
1019,248
1020,248
1021,248
1022,248
1023,248
1024,248
1025,248
1026,248
1018,249
1019,249
1020,249
1021,249
1022,249
1023,249
1024,249
1025,249
1026,249
1027,249
1018,250
1019,250
1020,250
1021,250
1022,250
1023,250
1024,250
1025,250
1026,250
1027,250
1018,251
1019,251
1020,251
1021,251
1022,251
1023,251
1024,251
1025,251
1026,251
1027,251
1028,251
1029,251
1030,251
1031,251
1032,251
1033,251
1019,252
1020,252
1021,252
1022,252
1023,252
1024,252
1025,252
1026,252
1027,252
1028,252
1029,252
1030,252
1031,252
1032,252
1033,252
1034,252
1019,253
1020,253
1021,253
1022,253
1023,253
1024,253
1025,253
1026,253
1027,253
1028,253
1029,253
1030,253
1031,253
1032,253
1033,253
1034,253
1035,253
1020,254
1021,254
1022,254
1023,254
1024,254
1025,254
1026,254
1027,254
1028,254
1029,254
1030,254
1031,254
1032,254
1033,254
1034,254
1035,254
1021,255
1022,255
1023,255
1024,255
1025,255
1026,255
1027,255
1028,255
1029,255
1030,255
1031,255
1032,255
1033,255
1034,255
1035,255
1036,255
1022,256
1023,256
1024,256
1025,256
1026,256
1027,256
1028,256
1029,256
1030,256
1031,256
1032,256
1033,256
1034,256
1035,256
1036,256
1023,257
1024,257
1025,257
1026,257
1027,257
1028,257
1029,257
1030,257
1031,257
1032,257
1033,257
1034,257
1035,257
1036,257
1037,257
1024,258
1025,258
1026,258
1027,258
1028,258
1029,258
1030,258
1031,258
1032,258
1033,258
1034,258
1035,258
1036,258
1037,258
1038,258
1026,259
1027,259
1028,259
1029,259
1030,259
1031,259
1032,259
1033,259
1034,259
1035,259
1036,259
1037,259
1038,259
1039,259
1040,259
1080,259
1028,260
1029,260
1030,260
1031,260
1032,260
1033,260
1034,260
1035,260
1036,260
1037,260
1038,260
1039,260
1040,260
1030,261
1031,261
1032,261
1033,261
1034,261
1035,261
1036,261
1037,261
1038,261
1039,261
1040,261
1032,262
1033,262
1034,262
1035,262
1036,262
1037,262
1038,262
1039,262
1040,262
1032,263
1033,263
1034,263
1035,263
1036,263
1037,263
1038,263
1039,263
1040,263
1032,264
1033,264
1034,264
1035,264
1036,264
1037,264
1038,264
1039,264
1040,264
1030,265
1031,265
1032,265
1033,265
1034,265
1035,265
1036,265
1037,265
1038,265
1039,265
1040,265
1030,266
1031,266
1032,266
1033,266
1034,266
1035,266
1036,266
1037,266
1038,266
1039,266
1029,267
1030,267
1031,267
1032,267
1033,267
1034,267
1035,267
1036,267
1037,267
1038,267
1039,267
1027,268
1028,268
1029,268
1030,268
1031,268
1032,268
1033,268
1034,268
1035,268
1036,268
1037,268
1038,268
1024,269
1025,269
1026,269
1027,269
1028,269
1029,269
1030,269
1031,269
1032,269
1033,269
1034,269
1035,269
1036,269
1037,269
1038,269
1024,270
1025,270
1026,270
1027,270
1028,270
1029,270
1030,270
1031,270
1032,270
1033,270
1034,270
1035,270
1024,271
1025,271
1026,271
1027,271
1028,271
1029,271
1030,271
1031,271
1032,271
1033,271
1034,271
1035,271
1023,272
1024,272
1025,272
1026,272
1027,272
1028,272
1029,272
1030,272
1031,272
1032,272
1033,272
1034,272
1022,273
1023,273
1024,273
1025,273
1026,273
1027,273
1028,273
1029,273
1030,273
1031,273
1032,273
1033,273
1021,274
1022,274
1023,274
1024,274
1025,274
1026,274
1027,274
1028,274
1029,274
1030,274
1031,274
1032,274
1021,275
1022,275
1023,275
1024,275
1025,275
1026,275
1027,275
1028,275
1029,275
1030,275
1031,275
1032,275
1021,276
1022,276
1023,276
1024,276
1025,276
1026,276
1027,276
1028,276
1029,276
1020,277
1021,277
1022,277
1023,277
1024,277
1025,277
1026,277
1027,277
1028,277
1020,278
1021,278
1022,278
1023,278
1024,278
1025,278
1026,278
1027,278
1020,279
1021,279
1022,279
1023,279
1024,279
1025,279
1026,279
1027,279
1020,280
1021,280
1022,280
1023,280
1024,280
1025,280
1026,280
1027,280
1020,281
1021,281
1022,281
1023,281
1024,281
1025,281
1026,281
1027,281
1020,282
1021,282
1022,282
1023,282
1024,282
1025,282
1026,282
1027,282
1019,283
1020,283
1021,283
1022,283
1023,283
1024,283
1025,283
1026,283
1027,283
1019,284
1020,284
1021,284
1022,284
1023,284
1024,284
1025,284
1026,284
1027,284
1019,285
1020,285
1021,285
1022,285
1023,285
1024,285
1025,285
1026,285
1027,285
1019,286
1020,286
1021,286
1022,286
1023,286
1024,286
1025,286
1026,286
1027,286
1019,287
1020,287
1021,287
1022,287
1023,287
1024,287
1025,287
1026,287
1027,287
1019,288
1020,288
1021,288
1022,288
1023,288
1024,288
1025,288
1026,288
1027,288
1028,288
1029,288
1019,289
1020,289
1021,289
1022,289
1023,289
1024,289
1025,289
1026,289
1027,289
1028,289
1029,289
1019,290
1020,290
1021,290
1022,290
1023,290
1024,290
1025,290
1026,290
1027,290
1028,290
1029,290
1030,290
1031,290
1019,291
1020,291
1021,291
1022,291
1023,291
1024,291
1025,291
1026,291
1027,291
1028,291
1029,291
1030,291
1031,291
1032,291
1020,292
1021,292
1022,292
1023,292
1024,292
1025,292
1026,292
1027,292
1028,292
1029,292
1030,292
1031,292
1032,292
1033,292
1021,293
1022,293
1023,293
1024,293
1025,293
1026,293
1027,293
1028,293
1029,293
1030,293
1031,293
1032,293
1033,293
1034,293
1022,294
1023,294
1024,294
1025,294
1026,294
1027,294
1028,294
1029,294
1030,294
1031,294
1032,294
1033,294
1034,294
1035,294
1023,295
1024,295
1025,295
1026,295
1027,295
1028,295
1029,295
1030,295
1031,295
1032,295
1033,295
1034,295
1035,295
1036,295
1024,296
1025,296
1026,296
1027,296
1028,296
1029,296
1030,296
1031,296
1032,296
1033,296
1034,296
1035,296
1036,296
1027,297
1028,297
1029,297
1030,297
1031,297
1032,297
1033,297
1034,297
1035,297
1036,297
1028,298
1029,298
1030,298
1031,298
1032,298
1033,298
1034,298
1035,298
1036,298
1029,299
1030,299
1031,299
1032,299
1033,299
1034,299
1035,299
1036,299
1030,300
1031,300
1032,300
1033,300
1034,300
1035,300
1036,300
1037,300
1031,301
1032,301
1033,301
1034,301
1035,301
1036,301
1037,301
1032,302
1033,302
1034,302
1035,302
1036,302
1037,302
1038,302
1032,303
1033,303
1034,303
1035,303
1036,303
1037,303
1038,303
1032,304
1033,304
1034,304
1035,304
1036,304
1037,304
1038,304
1032,305
1033,305
1034,305
1035,305
1036,305
1037,305
1038,305
1032,306
1033,306
1034,306
1035,306
1036,306
1037,306
1038,306
1039,306
1033,307
1034,307
1035,307
1036,307
1037,307
1038,307
1039,307
1040,307
1033,308
1034,308
1035,308
1036,308
1037,308
1038,308
1039,308
1040,308
1033,309
1034,309
1035,309
1036,309
1037,309
1038,309
1039,309
1040,309
1033,310
1034,310
1035,310
1036,310
1037,310
1038,310
1039,310
1040,310
1032,311
1033,311
1034,311
1035,311
1036,311
1037,311
1038,311
1039,311
1040,311
1033,312
1034,312
1035,312
1036,312
1037,312
1038,312
1039,312
1040,312
1033,313
1034,313
1035,313
1036,313
1037,313
1038,313
1039,313
1040,313
1034,314
1035,314
1036,314
1037,314
1038,314
1039,314
1033,315
1034,315
1035,315
1036,315
1037,315
1038,315
1039,315
1040,315
1033,316
1034,316
1035,316
1036,316
1037,316
1038,316
1039,316
1040,316
1033,317
1034,317
1035,317
1036,317
1037,317
1038,317
1039,317
1033,318
1034,318
1035,318
1036,318
1037,318
1038,318
